INDEX_NR,INCIDENT_DATE,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,LATITUDE,LONGITUDE,RUNWAY,STATE,FAAREGION,LOCATION,ENROUTE_STATE,OPID,OPERATOR,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,COST_OTHER,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED_OTHER,INDICATED_DAMAGE,DAMAGE_LEVEL,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,ING_ENG1,STR_ENG2,DAM_ENG2,ING_ENG2,STR_ENG3,DAM_ENG3,ING_ENG3,STR_ENG4,DAM_ENG4,ING_ENG4,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,BIRD_BAND_NUMBER,SPECIES_ID,SPECIES,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,NUM_SEEN,NUM_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENTS,REPORTED_NAME,REPORTED_TITLE,SOURCE,PERSON,LUPDATE,TRANSFER
608242,6/22/1996,6,1996,,,KSMF,SACRAMENTO INTL,38.69542,-121.59077,,CA,AWP,,,UAL,UNITED AIRLINES,,1768,B-737-300,148,24,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,,0.0,,,,,,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,BLOOD ON L FWD NOSE AREA SEEN BY CREW AFTER LDG.,False,False,Unknown,,1,Medium,,,/Legacy Record=100001/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608243,6/26/1996,6,1996,,,KDEN,DENVER INTL AIRPORT,39.85841,-104.667,,CO,ANM,,,UAL,UNITED AIRLINES,,1845,B-737-300,148,24,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,,0.0,,,,,,,,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,CREW SUSPECTED BIRDSTRIKE ON T/O. LOOKED LIKE IT MIGHT HAVE HIT L ENG. LOGBOOK ENTRY. NOTIFIED DISPATCH.,False,False,Unknown,,1,Medium,,,/Legacy Record=100002/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608244,7/1/1996,7,1996,,,KOMA,EPPLEY AIRFIELD,41.30252,-95.89417,,NE,ACE,,,UAL,UNITED AIRLINES,,306,B-757-200,148,26,34.0,40.0,A,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,,0.0,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,BIRDSTRIKE AT ROTATION. INSPN. NO DMG.,False,False,Unknown,,1,Medium,,,/Legacy Record=100003/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608245,7/1/1996,7,1996,,,KIAD,WASHINGTON DULLES INTL ARPT,38.94453,-77.45581,,DC,AEA,,,UAL,UNITED AIRLINES,,510,A-320,04A,03,23.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Approach,1000.0,,,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,"ON FINAL APCH, STRIKE UNDER THE NOSE OF THE COCKPIT. NO DAMAGE. LOGBOOK ENTRY. MX INSPN.",False,False,Unknown,,1,Medium,,,/Legacy Record=100004/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608246,7/1/1996,7,1996,,,KLGA,LA GUARDIA ARPT,40.77724,-73.87261,,NY,AEA,,,UAL,UNITED AIRLINES,,677,A-320,04A,03,23.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Climb,5000.0,,,,,,,,,,True,True,M,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,"LOUD NOISE WAS HEARD DURING CLIMBOUT THAT SOUNDED LIKE A POSSIBLE BIRDSTRIKE.  ABOUT 2 MINS LATER, A SMELL WAS NOTIED FROM AIRVENTS IN COCKPIT. MX FOUND  HAND-SIZED DENT ON R SIDE OF COCKPIT.",False,False,Unknown,,1,Medium,,,/Legacy Record=100005/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608247,5/6/1991,5,1991,,Day,KSAT,SAN ANTONIO INTL,29.53369,-98.46978,3,TX,ASW,,,AAL,AMERICAN AIRLINES,N977AA,,B-727-100,148,10,34.0,10.0,A,4.0,D,3.0,5.0,6.0,5.0,,Take-off Run,0.0,100.0,0.0,No Cloud,None,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,NO DAMAGE/INJURY. TIME = 1125 GMT,False,False,No,1,1,Medium,,,SOURCE = FAA FROM 3830 /Legacy Record=100006/,REDACTED,REDACTED,Other,Pilot,11/21/1997,False
608248,11/5/1993,11,1993,,Dawn,KMCI,KANSAS CITY INTL,39.29761,-94.71391,1L,MO,ACE,,,AMW,AIR MIDWEST,,,BE-1900,123,27,31.0,4.0,A,3.0,C,2.0,4.0,4.0,,,Approach,1500.0,220.0,,Overcast,None,,,,,,False,True,M?,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,,None,,,UNKBM,Unknown bird - medium,ATIS WARNING. STRUCK NUMEROUS OTHER PARTS OF A/C. TIME = 1245UTC.,False,False,Yes,More than 100,11-100,Medium,,,"THIS MAY BE DUPL STRIKE FOR AIR MIDWEST, BUT TIMES ARE VERY DIFFERENT /Legacy Record=100007/",REDACTED,REDACTED,FAA Form 5200-7,,5/13/1998,False
608249,7/2/1995,7,1995,,,KMCI,KANSAS CITY INTL,39.29761,-94.71391,,MO,ACE,,,UAL,UNITED AIRLINES,,484,B-737-500,148,33,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,"STRIKE ON NOSE IMMEDIATELY AFTER LANDING. STRUCK NOSE, BOUNCED OFF WINDSHIELD AND WENT OVER THE TOP OF THE A/C. NO VISIBLE SIGNS OF DAMAGE.",False,False,Unknown,,1,Medium,,,/Legacy Record=100008/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608250,9/19/1990,9,1990,,Day,KDFW,DALLAS/FORT WORTH INTL ARPT,32.89595,-97.0372,,TX,ASW,,,AAL,AMERICAN AIRLINES,,,MD-80,583,37,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Approach,100.0,135.0,,Some Cloud,None,,,,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBS,Unknown bird - small,HIT 2. SPARROW OR OTHER SMALL SIZE BIRD. NO DAMAGE.,False,False,No,2-10,2-10,Small,,,/Legacy Record=100009/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1/21/1999,False
608251,5/3/1992,5,1992,,Day,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,37.36186,-121.92901,30L,CA,AWP,,,WWM,WINGS WEST,N690NE,,MERLIN IV,915,95,19.0,4.0,A,2.0,C,2.0,4.0,4.0,,,Landing Roll,0.0,,0.0,Some Cloud,None,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,Z6007,American robin,NO DAMAGE,False,False,Yes,1,1,Small,,,A/C = FAIRCHILD METRO II (5/8/14 UPDATED A/C) /Legacy Record=100010/,REDACTED,REDACTED,FAA Form 5200-7,,5/8/2014,False
608253,8/7/1990,8,1990,20:25,Night,KSTL,LAMBERT-ST LOUIS INTL,38.74769,-90.35999,,MO,ACE,,,PVT,PRIVATELY OWNED,,,C-152,226,36,7.0,,A,1.0,A,1.0,7.0,,,,Climb,200.0,70.0,,No Cloud,None,,,,,,False,True,M,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,,,UNKBL,Unknown bird - large,LANDING LIGHT KNOCKED OUT. TOOK EVASIVE ACTION. (DATA ENTRY NOTE: BIRD REPTD AS CRANE),False,False,No,1,1,Large,,,OPER = DOUG HANN (3/1/12 UPDATED ID) /Legacy Record=100012/,REDACTED,REDACTED,FAA Form 5200-7,,3/1/2012,False
608254,9/7/1990,9,1990,,Day,KAGS,AUGUSTA REGIONAL ARPT AT BUSH FLD,33.36996,-81.9645,,GA,ASO,,,UNKC,UNKNOWN COMMERCIAL,,,DC-9,583,90,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Landing Roll,0.0,100.0,0.0,No Cloud,Fog,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBS,Unknown bird - small,NO DAMAGE. VIZ 3 FOG HAZE,False,False,No,2-10,2-10,Small,,,OPER = TR BENTLEY PROBABLY PILOT FOR COMMERICAL AIRLINE (7/17/13 UPDATED OPER) /Legacy Record=100013/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,7/17/2013,False
608255,4/14/1995,4,1995,,Day,KAEX,ALEXANDRIA INTL,31.32737,-92.54856,14,LA,ASW,,,PVT,PRIVATELY OWNED,N6593L,,C-152,226,36,7.0,7.0,A,1.0,A,1.0,7.0,,,,Approach,200.0,65.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,None,,,ZT1,Blackbirds,NO DAMAGE,False,False,No,1,1,Small,,,OPERATOR = CHRIS ROGERS /Legacy Record=100014/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,6/1/1998,False
608256,12/8/1993,12,1993,,Day,KDFW,DALLAS/FORT WORTH INTL ARPT,32.89595,-97.0372,18R,TX,ASW,,,AAL,AMERICAN AIRLINES,,,MD-11,583,39,22.0,7.0,A,4.0,D,3.0,1.0,6.0,1.0,,Landing Roll,0.0,120.0,0.0,Overcast,Fog,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBS,Unknown bird - small,NO APPARENT DAMAGE.,False,False,No,1,1,Small,,,/Legacy Record=100015/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,5/14/1998,False
608257,9/1/1994,9,1994,,Dawn,KSYR,SYRACUSE HANCOCK INTL,43.11119,-76.10631,28,NY,AEA,,,DAL,DELTA AIR LINES,N332DL,,B-737-200,148,13,34.0,10.0,A,4.0,D,2.0,1.0,1.0,,,Climb,100.0,160.0,,Overcast,Rain,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,None,,,NE1,Gulls,,False,False,Yes,2-10,1,Medium,,,A/C = B-737-232 /Legacy Record=100016/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,5/28/1998,False
608258,9/17/1990,9,1990,,Dawn,KPTK,OAKLAND COUNTY INTL,42.6652,-83.41871,27R,MI,AGL,,,UNK,UNKNOWN,,,C-182,226,11,,,A,1.0,A,1.0,7.0,,,,Take-off Run,0.0,,0.0,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,O2205,Mourning dove,2 BIRDS.,False,False,Yes,,2-10,Small,,,/Legacy Record=100017/,REDACTED,REDACTED,FAA Form 5200-7,Airport Operations,1/12/1999,False
608259,7/13/1990,7,1990,,Day,KLAX,LOS ANGELES INTL,33.94254,-118.40807,,CA,AWP,,,ASA,ALASKA AIRLINES,,,MD-80,583,37,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Landing Roll,0.0,125.0,0.0,Some Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,K5114,American kestrel,NO DAMAGE,False,False,No,1,1,Small,,,/Legacy Record=100018/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,3/19/2002,False
608260,3/28/1991,3,1991,,Day,KHOU,WILLIAM P HOBBY ARPT,29.64542,-95.27889,,TX,ASW,,,SWA,SOUTHWEST AIRLINES,,,B-737-300,148,24,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Climb,250.0,160.0,,Some Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,DAMAGE TO A/C.,False,False,No,,1,Medium,,,/Legacy Record=100019/,REDACTED,REDACTED,FAA Form 5200-7,,5/12/2003,False
608261,4/28/1995,4,1995,,,KSFO,SAN FRANCISCO INTL ARPT,37.619,-122.37484,,CA,AWP,,,UAL,UNITED AIRLINES,,36,B-757-200,148,26,34.0,40.0,A,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,140.0,0.0,,,,,,,,True,True,S,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,,Aborted Take-off,,,UNKBM,Unknown bird - medium,"T/O WAS ABORTED BEFORE V1 AFTER 15-20 BIRDS WERE STRUCK. HIGH SPEED ABORT. NUMEROUS STRIKES TO AIRFRAME AND ENGINES. MX REPLACED: #1, 2, 3 & 4 TIRES, WHEELS AND BRAKE ASSEMBLIES.  #1 ENGINE REMOVED FOR INSTALL OF 7 SETS OF FAN BLADES. TWO SETS OF FAN BLADES REPLACED ON #2 ENGINE.",False,False,Unknown,,11-100,Medium,,,SOURCE = BOEING & AIRLINE (7-13-09 UPDATED BY COMBINING DUPLICATE REPORTS) /Legacy Record=100020/,REDACTED,REDACTED,Multiple,Air Transport Operations,7/13/2009,False
608262,5/25/1990,5,1990,,Day,KMDW,CHICAGO MIDWAY INTL ARPT,41.78598,-87.75242,,IL,AGL,,,MDW,MIDWAY AIRLINES,,,B-737,148,95,34.0,,A,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,100.0,0.0,Overcast,Rain,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,NE1,Gulls,NO DAMAGE. FLT 773.,False,False,No,,1,Medium,,,/Legacy Record=100021/,REDACTED,REDACTED,FAA Form 5200-7,Tower,3/8/1999,False
608263,2/5/1991,2,1991,,Dusk,KSMF,SACRAMENTO INTL,38.69542,-121.59077,34R,CA,AWP,,,BUS,BUSINESS,N1224T,,C-425,226,40,31.0,4.0,A,2.0,C,2.0,4.0,4.0,,,Approach,100.0,120.0,,No Cloud,,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,None,,,UNKBS,Unknown bird - small,"NO DAMAGE. BIRD WAS SMALL, BROWN WITH BLK & WHT FEATHERS",False,False,Yes,,1,Small,,,OPERATOR = GRASS VALLEY GROUP INC /Legacy Record=100022/,REDACTED,REDACTED,FAA Form 5200-7,,5/28/1998,False
608265,11/25/1991,11,1991,,,KHUF,TERRE HAUTE INTL ARPT-HULMAN FIELD,39.45146,-87.30756,23,IN,AGL,,,CKT,CALEDONIAN AIRWAYS,N54378,,C-152,226,36,7.0,7.0,A,1.0,A,1.0,7.0,,,,Approach,900.0,70.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,Precautionary Landing,,,UNKBM,Unknown bird - medium,"APPEARS NO DAMAGE, WILL BE LOOKED AT LATER.",False,False,No,,1,Medium,,,OPERATOR = AMERICAN TRANS AIR TRAINING (ROBERT A HARTMAN JR) /Legacy Record=100024/,REDACTED,REDACTED,FAA Form 5200-7,,8/3/1998,False
608266,10/9/1990,10,1990,,Day,KBUF,BUFFALO-NIAGARA INTL,42.94052,-78.73217,,NY,AEA,,,USA,1US AIRWAYS,,,B-737,148,95,,,A,4.0,D,2.0,1.0,1.0,,,Climb,300.0,180.0,,Overcast,Rain,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,O2111,Rock pigeon,NO DAMAGE. FLT 47.,False,False,Yes,,2-10,Small,,,/Legacy Record=100025/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,12/21/1998,False
608267,9/10/1990,9,1990,,Night,KLGA,LA GUARDIA ARPT,40.77724,-73.87261,,NY,AEA,,,AAL,AMERICAN AIRLINES,,,MD-80,583,37,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Approach,2000.0,160.0,,Some Cloud,None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBS,Unknown bird - small,"HIT CAPT'S WINDSHLD, NO APPARENT DAMAGE.",False,False,No,,1,Small,,,/Legacy Record=100026/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1/11/1999,False
608268,10/18/1991,10,1991,,Day,KDEN*,DENVER STAPLETON ARPT,39.8584,-104.767,26R,CO,ANM,,,BTA,EXPRESSJET (CONTINENTAL EXPRS),,,ATR-42,097,01,31.0,10.0,A,3.0,C,2.0,4.0,4.0,,,Approach,1200.0,,4.0,,,,,,,,False,True,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,Flap,,,,J2204,Canada goose,"FLT 2209. TIME = 1826LCL.  HIT FLOCK OF GEESE 4NM OUT. 15"" HOLE  IN RT AIR COND. PACK FERRING & DAMAGE TO RT INBOARD FLAP & VETT.  STAB. LANDED W/O FURTHER INCID. BIRDS REPTD AS GEESE, ASSUME CAGO FROM DATE AND LOCATION",False,False,Unknown,2-10,2-10,Large,,,/Legacy Record=100027/,REDACTED,REDACTED,AC Incident Rept,Tower,5/19/2005,False
608270,10/10/1990,10,1990,,,KDFW,DALLAS/FORT WORTH INTL ARPT,32.89595,-97.0372,,TX,ASW,,,AAL,AMERICAN AIRLINES,,,B-757-200,148,26,37.0,37.0,A,4.0,D,2.0,1.0,1.0,,,Approach,600.0,130.0,,Overcast,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBS,Unknown bird - small,NO DAMAGE,False,False,No,,1,Small,,,/Legacy Record=100029/,REDACTED,REDACTED,FAA Form 5200-7,,12/21/1998,False
608271,5/5/1991,5,1991,,Day,KDAL,DALLAS LOVE FIELD ARPT,32.84711,-96.85177,,TX,ASW,,,UNKC,UNKNOWN COMMERCIAL,,,B-737-500,148,33,10.0,1.0,A,4.0,D,2.0,1.0,1.0,,,Approach,2000.0,170.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,NO DAMAGE/INJURY,False,False,No,1,1,Medium,,,PROBABLY AIRLINE BUT PILOT ENTERED OWN NAME. (7/17/13 UPDATED OPER) /Legacy Record=100030/,REDACTED,REDACTED,FAA Form 5200-7,,7/17/2013,False
608272,5/21/1996,5,1996,,,KCLE,CLEVELAND-HOPKINS INTL ARPT,41.41089,-81.8494,,OH,AGL,,,UAL,UNITED AIRLINES,,515,B-757-200,148,26,34.0,40.0,A,4.0,D,2.0,1.0,1.0,,,Climb,100.0,,,,,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBM,Unknown bird - medium,JUST AFTER LIFTOFF & WHEEL RETRACTION. BIRD HIT F/O SIDE WINDOW. NO DMG.,False,False,Unknown,,1,Medium,,,/Legacy Record=100031/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608273,2/22/1990,2,1990,,Night,KIAD,WASHINGTON DULLES INTL ARPT,38.94453,-77.45581,,DC,AEA,,,FDX,FEDEX EXPRESS,,,B-727,148,94,34.0,10.0,A,4.0,D,3.0,5.0,6.0,5.0,,Approach,2000.0,190.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBL,Unknown bird - large,FLT 978 NO DAMAGE/INJURY,False,False,No,,1,Large,,,/Legacy Record=100032/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,3/9/1999,False
608274,10/15/1990,10,1990,,Night,KMIE,DELAWARE COUNTY REGIONAL ARPT,40.24235,-85.39586,,IN,AGL,,,PVT,PRIVATELY OWNED,,,C-172,226,07,7.0,10.0,A,1.0,A,1.0,7.0,,,,Approach,200.0,70.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,UNKBS,Unknown bird - small,NO DAMAGE,False,False,No,1,1,Small,,,OPER = CHARLES WEATHERLY /Legacy Record=100033/,REDACTED,REDACTED,FAA Form 5200-7,Tower,12/4/1998,False
608275,8/1/1993,8,1993,,Day,KMSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,29.99339,-90.25803,1,LA,ASW,,,TWA,TRANS WORLD AIRLINES,,,B-727,148,94,34.0,10.0,A,4.0,D,3.0,5.0,6.0,5.0,,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,NO DAMAGE REPTD. TIME = 1850Z,False,False,Unknown,,1,Medium,,,/Legacy Record=100034/,REDACTED,REDACTED,AC Incident Rept,Tower,5/24/2005,False
608276,8/18/1996,8,1996,,,KORD,CHICAGO O'HARE INTL ARPT,41.9796,-87.90446,22R,IL,AGL,,,UAL,UNITED AIRLINES,,1228,B-757-200,148,26,34.0,40.0,A,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,ZT1,Blackbirds,BLACKBIRD.,False,False,Unknown,,1,Small,,,/Legacy Record=100035/,REDACTED,REDACTED,Air Transport Report,Air Transport Operations,12/20/2007,False
608277,9/19/1993,9,1993,,Day,KMHT,MANCHESTER AIRPORT,42.93452,-71.43706,35,NH,ANE,,,PVT,PRIVATELY OWNED,N19CT,,BE-33,123,06,13.0,16.0,A,1.0,A,1.0,7.0,,,,Approach,1800.0,150.0,8.0,No Cloud,None,,,,,,False,True,S,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Precautionary Landing,,,UNKBL,Unknown bird - large,A/C WAS 8NM SE OF ARPT & OBSERVED SEV. BIRDS PRIOR TO IMPACT.   BOTH OCCUPANTS DUCKED. WINDSHLD DESTROYED. PILOT LANDED AT 1200  LCL AND REPTD DAMAGE. NO INJURIES.,False,False,No,2-10,1,Large,,,SOURCE = 5200-7 & NON-COM INCIDENT REPT.OPERATOR = DONALD E FLORENCE JR /Legacy Record=100036/,REDACTED,REDACTED,Multiple,Tower,5/11/1998,False
608278,3/23/1991,3,1991,,Night,KELP,EL PASO INTL ARPT,31.80667,-106.37781,26L,TX,ASW,,,AAL,AMERICAN AIRLINES,N887AA,,B-727,148,94,34.0,10.0,A,4.0,D,3.0,5.0,6.0,5.0,,Approach,200.0,135.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,None,,,UNKBS,Unknown bird - small,A SMALL BIRD STRUCK THE LOWER NOSE AREA OF THE PLANE WHILE FLYING APPROACH TO LANDING.  BIRD IMPACTED NOSE STRUT AREA ALSO BUT CAUSED NO DAMAGE TO EITHER AREA.  NORMAL LANDING WAS MADE.,False,False,No,,1,Small,,,/Legacy Record=100037/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,5/28/1998,False
608279,10/26/1990,10,1990,,Night,KPDX,PORTLAND INTL (OR),45.58872,-122.5975,,OR,ANM,,,AAL,AMERICAN AIRLINES,,,MD-80,583,37,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Approach,300.0,140.0,,No Cloud,None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,NO DAMAGE/INJURY,False,False,No,1,1,Medium,,,DATE = POSTMARK /Legacy Record=100038/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,12/17/1998,False
608280,8/22/1990,8,1990,,Day,ZZZZ,UNKNOWN,,,,,,,,USA,1US AIRWAYS,N932VJ,,DC-9-30,583,21,34.0,10.0,A,4.0,D,2.0,5.0,5.0,,,Climb,10500.0,280.0,,No Cloud,,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,None,,,UNKBM,Unknown bird - medium,"ARPT = IHO OR IHP OR IHD. POSTMARK IS PITTSBURGH, PA",False,False,No,,1,Medium,,,/Legacy Record=100039/,REDACTED,REDACTED,FAA Form 5200-7,,2/23/1999,False
